HVG,seq30K,seq50K,seq60K,seq75K,seq100K,seq250K,seq30K_gene.mean,seq30K_gene.dispersion,seq30K_gene.dispersion.scaled,seq50K_gene.mean,seq50K_gene.dispersion,seq50K_gene.dispersion.scaled,seq60K_gene.mean,seq60K_gene.dispersion,seq60K_gene.dispersion.scaled,seq75K_gene.mean,seq75K_gene.dispersion,seq75K_gene.dispersion.scaled,seq100K_gene.mean,seq100K_gene.dispersion,seq100K_gene.dispersion.scaled,seq250K_gene.mean,seq250K_gene.dispersion,seq250K_gene.dispersion.scaled
CD1D,1,1,1,1,1,1,0.259726976,1.145553489,1.323775432,0.270061327,1.071121673,1.637475846,0.268034532,1.049098869,1.702112999,0.27164782,0.991928194,1.66051809,0.275870604,0.986160401,1.797195546,0.282024722,0.896777274,2.228672955
RP11-404O13.5,1,1,1,1,1,1,0.666121278,1.410863422,2.432294668,0.716662775,1.331415116,2.578727144,0.7361503,1.300813182,2.573352335,0.762607545,1.307322034,2.772121856,0.784855713,1.298646894,2.908045175,0.843567476,1.284458339,1.82002183
CD1A,1,1,1,1,1,1,0.416470314,1.690531466,4.576639133,0.408451297,1.600866779,4.635862174,0.410206205,1.588484586,4.689647306,0.40766059,1.529017696,4.571656003,0.40658612,1.503116907,4.576479388,0.40466076,1.408047987,4.585610873
CD1C,1,1,1,1,1,1,0.170833636,1.181529494,1.443359024,0.170045332,0.992267758,1.376347188,0.171906839,0.980746632,1.475716786,0.175369697,0.943064647,1.498672284,0.179587844,0.942577975,1.651732346,0.186659853,0.907908311,1.795644749
CD1B,1,1,1,1,1,1,0.915984004,1.778348441,2.771301485,0.928684483,1.751235687,2.845870816,0.931301194,1.721560745,2.806000102,0.934744926,1.707377308,2.761553284,0.934557667,1.660552108,2.595724413,0.947883752,1.582595593,2.568302159
CD1E,1,1,1,1,1,1,1.748255304,2.360294775,2.249494477,1.760632256,2.317138394,2.380085687,1.765907025,2.298166962,2.381636231,1.768349517,2.286074534,2.384053059,1.76604611,2.24359595,2.807754342,1.764572636,2.196112532,3.48786984
RP11-144L1.4,1,1,1,1,1,1,0.144551537,1.057875065,1.032333928,0.147710023,0.982499033,1.343997571,0.150659468,0.959868365,1.406563807,0.15451655,0.930592178,1.457360982,0.153237289,0.880667251,1.44509557,0.157185274,0.810718251,1.476229798
VANGL2,1,1,1,1,1,1,0.032267613,1.781224742,3.436735242,0.03593241,1.425839042,2.812140032,0.036615988,1.323797572,2.611969788,0.036474413,1.25947724,2.546693851,0.036261076,1.1798031,2.443508503,0.037559911,0.928268766,1.862559346
CD84,1,1,1,1,1,1,0.243548686,1.007806697,0.865907573,0.245831471,0.906790302,1.093284347,0.245552136,0.848414851,1.037407582,0.244810441,0.805206045,1.042057119,0.24361687,0.766379282,1.063641501,0.240945959,0.700239265,1.113140822
CD48,1,1,1,1,1,1,0.620993293,0.994242922,0.684379784,0.609567767,0.888089576,0.854239748,0.595895514,0.84185796,0.821600337,0.589317163,0.821559195,0.913055482,0.584145594,0.788552101,0.950687913,0.566248178,0.668161403,0.724203824
LY9,1,1,1,1,1,1,0.31040807,1.078438996,1.440710769,0.304612863,0.897006639,1.278143447,0.303143895,0.839569213,1.181235529,0.303004067,0.789661671,1.149784474,0.301234423,0.755296418,1.163543153,0.300149899,0.626263785,0.981616389
FCER1G,1,1,1,1,1,1,0.424939618,1.339722622,2.779343041,0.421257553,1.192031225,2.685538924,0.416986972,1.15182916,2.644066333,0.414933686,1.128536585,2.718158007,0.415590483,1.124995698,2.850793084,0.405957309,1.023457817,2.812665289
MPZ,1,1,1,1,1,1,0.04831135,1.045970055,0.992761889,0.049011746,0.808197701,0.766790051,0.049472942,0.839757275,1.008731965,0.0489695,0.772809197,0.934752302,0.048368509,0.710778454,0.878064996,0.049362527,0.588803068,0.746905972
HSPA6,1,0,0,0,0,0,0.026198719,3.298084746,8.478750608,0.023522367,3.173042182,8.598090024,0.024624507,3.070364925,8.396948557,0.024018037,3.035501651,8.429240654,0.024113955,3.094769296,8.835009293,0.022569397,2.963560887,8.551543053
NUF2,1,1,1,1,1,1,0.342216911,1.365503004,2.911423462,0.361203945,1.269766539,3.056370152,0.361886981,1.247874635,3.094006453,0.364289126,1.21934444,3.138432953,0.366736023,1.201639372,3.200582874,0.372141287,1.127243218,3.291111914
TADA1,1,0,0,0,0,0,0.077613136,1.024500215,0.921396527,0.080220475,0.738092773,0.534634099,0.081825055,0.682520706,0.487933148,0.082165359,0.599030013,0.359161013,0.086832149,0.533166414,0.285256885,0.088067719,0.352339888,-0.030229823
RP5-968D22.1,1,1,1,1,1,1,0.117748437,1.167641103,1.397194263,0.124109216,1.017311207,1.459279813,0.126803897,0.95100428,1.377204193,0.13274895,0.880863101,1.292648366,0.139350728,0.827447453,1.267466124,0.155070353,0.721495035,1.182997869
SELL,1,1,1,1,1,1,1.159995293,2.526802636,4.3052847,1.176391627,2.494885906,4.214020341,1.177299246,2.47481716,4.145212462,1.182797865,2.456546213,4.1376714,1.181918547,2.42692938,4.114295796,1.178623365,2.334498909,4.053125803
RP11-296O14.3,1,1,1,1,1,1,0.035796895,1.077346073,1.097055209,0.034896705,0.815238026,0.790104435,0.033868861,0.747016547,0.701556214,0.032583249,0.684077931,0.640856665,0.03227308,0.643793395,0.654491828,0.031991943,0.545060331,0.603145549
TOR1AIP2,1,1,1,0,1,1,0.260842186,1.06036926,1.040624587,0.276012962,0.850506847,0.906898889,0.284365608,0.783074612,0.916577693,0.294847573,0.722531849,0.839095689,0.308209599,0.635160702,0.615262457,0.354116341,0.521158741,0.497086262
IER5,1,0,0,1,0,0,0.042030946,0.935794365,0.626539877,0.04410367,0.653543757,0.254645831,0.043208021,0.58486232,0.164469132,0.044043331,0.49929877,0.028831259,0.046467346,0.421342015,-0.08797463,0.06685811,0.862599151,1.646736279
GLUL,1,1,1,1,1,1,1.270707479,1.712038651,2.068586273,1.292859639,1.610284621,2.001266096,1.29576227,1.585543735,1.978306799,1.302742024,1.555323886,1.975446878,1.315196328,1.549353531,2.034400101,1.315488789,1.465909565,2.009248246
FAM129A,1,0,0,0,0,0,0.027692721,0.969388189,0.738205145,0.025929593,0.733135581,0.518218113,0.026074325,0.653972435,0.393375592,0.026754173,0.612328038,0.403206722,0.027281885,0.546652399,0.330268481,0.02612689,0.416718158,0.181349241
SWT1,1,1,1,1,1,1,0.05890348,0.9686613,0.735788977,0.059039104,0.839225632,0.869540586,0.063304256,0.821934204,0.949698406,0.063974004,0.763108841,0.90262279,0.063907325,0.693321627,0.819800091,0.066685858,0.571311822,0.689421024
RGS18,1,1,1,1,1,1,0.186540058,1.024737878,0.922186513,0.20444518,0.947224377,1.227183795,0.214117727,0.890585354,1.177084683,0.221443725,0.907454027,1.380722815,0.234714583,0.97235532,1.751118916,0.247751519,0.866278084,1.658827086
RGS1,1,1,1,1,1,1,0.148205756,2.429883824,5.59286636,0.148911223,2.172624785,5.285158119,0.150363119,2.229807597,5.612855353,0.150401036,2.206851839,5.684587331,0.149794251,2.199643926,5.847387621,0.15094469,2.089291941,5.678259814
RGS2,1,1,1,1,1,1,0.118953313,1.326575082,1.925487949,0.116854172,1.156274171,1.919462574,0.115066318,1.097981352,1.864021516,0.112683561,1.049679957,1.851803438,0.112425035,0.974697192,1.758935283,0.118344437,0.890258875,1.737639909
CFHR3,1,1,1,1,1,1,0.179435587,1.171549937,1.410187157,0.180414233,0.964562191,1.284598829,0.179773984,0.912040001,1.248146743,0.177325321,0.844415383,1.171926262,0.182262144,0.826585919,1.26459062,0.178639723,0.700902507,1.115320564
ASPM,1,1,1,1,1,1,0.49489448,1.895937937,5.628996437,0.514174057,1.875161951,5.94436934,0.515577454,1.871326128,6.014662963,0.515373956,1.85351534,6.073488964,0.516762092,1.839374349,6.111105976,0.523005954,1.803629817,6.409227583
ZBTB41,1,1,1,0,1,1,0.058396994,1.041789683,0.978866409,0.060776785,0.8291018,0.836015012,0.059228175,0.764482143,0.759405742,0.061560874,0.694737196,0.676162278,0.06441077,0.634666536,0.624029501,0.06664919,0.445505556,0.27595897
DENND1B,1,1,1,1,1,1,0.381247151,0.986468534,0.969519252,0.404630916,0.831870328,0.967414936,0.411017462,0.815703981,1.069435101,0.417598975,0.771141073,1.064067843,0.42134649,0.72842232,1.040893955,0.42926868,0.647221388,1.078230117
PTPRC,1,1,1,1,1,1,1.054081568,1.543171541,2.027753116,1.062788329,1.457642373,2.013908383,1.067352804,1.512116091,2.225079101,1.07015497,1.466898437,2.120718131,1.078609734,1.490513721,2.161885685,1.082690148,1.41583849,2.149766541
MIR181A1HG,1,1,1,1,1,1,0.85707268,1.697889179,2.516917008,0.863403569,1.562173441,2.310120584,0.861814176,1.521967423,2.252403007,0.865240963,1.484751027,2.168292236,0.864993058,1.465540773,2.098169295,0.83902954,1.369770472,2.034142643
ZNF281,1,1,0,1,1,1,0.320061967,0.995866427,1.0176674,0.32731308,0.788759637,0.761758209,0.326548981,0.728456648,0.660711254,0.331051691,0.683338456,0.657701674,0.337110119,0.625957185,0.573259039,0.341997284,0.803672754,1.799464772
KIF21B,1,1,1,0,1,1,0.066019072,1.025207994,0.923749172,0.065049905,0.814115661,0.786387668,0.066175386,0.728872037,0.641457984,0.066457159,0.674598838,0.609460021,0.071767158,0.717349592,0.899997204,0.080658063,0.538607984,0.581939921
UBE2T,1,1,1,1,1,1,0.548754391,1.065539583,1.37462331,0.553356702,0.962540826,1.143846887,0.549663679,0.929035299,1.600353472,0.547253497,0.902630544,1.672624561,0.54831255,0.884458075,1.753016839,0.561847382,0.84536837,1.356784155
BTG2,1,1,1,1,1,1,0.892178232,1.76124649,2.717231005,0.884147317,1.681126505,2.647200742,0.882013152,1.668315958,2.658319012,0.878397343,1.627982096,2.549978593,0.876455113,1.581674767,2.394475473,0.871421449,1.471471114,2.289396182
ZC3H11A,1,0,0,0,0,0,0.399006539,0.915684267,0.60687079,0.405541971,0.729395266,0.47856436,0.409340463,0.665920537,0.367751015,0.417753245,0.62124974,0.370344025,0.425153506,0.575111668,0.341208018,0.438485458,0.463029502,0.229112755
MDM4,1,1,1,1,1,1,0.886551602,1.139118234,0.750275704,0.905515744,1.031063785,0.805102382,0.91411435,0.991655249,0.781515716,0.925105251,0.967235357,0.789201292,0.940479213,0.944276586,0.7682073,0.985337796,0.962162325,1.011106594
DSTYK,1,1,1,1,1,1,0.043201524,1.337742631,1.962608684,0.045230427,1.023948923,1.481260941,0.045325373,0.955735931,1.392876363,0.046896229,0.876497138,1.278187427,0.04798926,0.812378717,1.217171848,0.045975412,0.665434974,0.998756586
ELK4,1,0,1,1,0,0,0.203468318,0.973238622,0.751003912,0.21843058,0.755866176,0.593491606,0.227389879,0.708920416,0.575374242,0.233754396,0.6661124,0.581351247,0.249935441,0.648937054,0.6716596,0.271769997,0.559933771,0.652027082
NUCKS1,1,1,1,1,1,1,1.619340538,1.594154178,1.814820761,1.621571495,1.526986581,1.740239993,1.619872929,1.517046523,1.758297754,1.617998482,1.493132941,1.752891627,1.614019824,1.467374489,1.52952195,1.608264802,1.403769787,1.439867875
SLC41A1,1,1,0,0,0,0,0.034473398,0.968604092,0.73559882,0.02978525,0.774943147,0.656665943,0.029963906,0.709918999,0.57868175,0.029088029,0.652163987,0.535151325,0.027909547,0.599276736,0.50591048,0.02982279,0.415927222,0.178749829
RASSF5,1,0,0,0,0,0,0.474575363,0.934967429,0.705664059,0.501046975,0.708275254,0.377812725,0.506479681,0.652121753,0.303108442,0.515302698,0.616854187,0.350000621,0.525472814,0.575082951,0.341076962,0.542395069,0.504963351,0.422426152
FCMR,1,1,1,1,1,1,0.221121198,1.048387148,1.000796264,0.21862427,0.839659245,0.870976515,0.21673321,0.790690686,0.846213654,0.219120915,0.736489261,0.814453437,0.220633389,0.679494351,0.773649385,0.231444254,0.620685769,0.851688406
YOD1,1,1,1,0,1,1,0.059242464,0.984616268,0.788823006,0.065736307,0.841468102,0.876966638,0.065727677,0.764043265,0.757952092,0.066403911,0.706959341,0.716644457,0.068788744,0.639768299,0.641057437,0.071729674,0.534232288,0.567559206
TRAF3IP3,1,1,1,0,1,1,0.903732753,1.097113821,0.617472214,0.897126468,0.984777968,0.67394115,0.894483952,0.967649959,0.714934035,0.892225817,0.941734595,0.721246112,0.887608899,0.913747416,0.690314675,0.869761702,0.776609584,0.545396711
HHAT,1,1,0,1,0,0,0.061303538,1.006476718,0.861486747,0.064038258,0.769665692,0.63918939,0.065648251,0.691423704,0.51742165,0.065054138,0.632471741,0.469926681,0.065103478,0.562999555,0.384829685,0.069470417,0.612859344,0.825966876
LINC00467,1,0,0,1,0,0,0.040611304,0.984873323,0.789677451,0.042414741,0.710362196,0.442802915,0.04245927,0.660035849,0.413458824,0.044073869,0.589711673,0.328296814,0.045733154,0.539023582,0.304806103,0.056076823,0.674050866,1.027072697
ATF3,1,1,1,1,1,1,0.039441171,1.245867038,1.657215864,0.037843747,1.01292614,1.444758445,0.036991815,0.94861072,1.369276246,0.036885547,0.876280791,1.277470843,0.036981809,0.80140858,1.180557292,0.037192713,0.724457748,1.192734821
FLVCR1-AS1,1,1,0,0,0,0,0.037181349,0.984678358,0.789029392,0.035434035,0.775348391,0.658007929,0.037776956,0.681220171,0.483625519,0.037110347,0.618435639,0.423436314,0.035468312,0.555735509,0.360584787,0.034815908,0.420307422,0.193145347
RPS6KC1,1,0,0,0,1,1,0.036619987,0.933314138,0.618295647,0.038259296,0.680607982,0.344270358,0.038618565,0.754222933,0.725425198,0.038348112,0.688389901,0.655138769,0.038493484,0.613590388,0.553684543,0.038918653,0.435954425,0.244569194
CENPF,1,1,1,1,1,1,0.819116545,2.207843214,5.775991968,0.849703082,2.188421781,4.084735562,0.857877805,2.18800511,4.099742019,0.857742441,2.188956664,4.044880086,0.868527198,2.198253336,3.967624145,0.883347992,2.193661757,4.101987679
DUSP10,1,1,1,1,1,1,0.077073204,1.625902709,2.920447597,0.075407829,1.535197358,3.174285529,0.075327159,1.464683091,3.078610677,0.076376884,1.50738241,3.36780518,0.078563994,1.68197241,4.119577537,0.083865838,1.48720383,3.699498378
SDE2,1,1,1,1,1,0,0.223949052,0.94524453,0.657952055,0.228406239,0.76058279,0.609110909,0.23172941,0.718280766,0.606377587,0.234196193,0.665390885,0.578961447,0.240136535,0.628686188,0.604069149,0.260524237,0.608022379,0.810070199
H3F3A,1,1,0,1,1,1,3.543199869,1.651990444,1.566366071,3.53694442,1.568329843,1.802970746,3.532943746,1.547563134,1.754592624,3.528063551,1.51302025,1.649732944,3.517732164,1.483796578,0.5750884,3.485690547,1.387456297,0.623207109
IBA57,1,0,1,0,0,0,0.091638735,0.961020907,0.710392448,0.087949551,0.729030904,0.504625269,0.088034046,0.678882579,0.475882949,0.087500304,0.616980807,0.41861762,0.091429591,0.643975773,0.655100543,0.096408163,0.459934244,0.323378824
GALNT2,1,1,1,1,1,1,1.587156839,1.88893171,2.674860191,1.566334755,1.773710317,2.371048561,1.560469804,1.738922703,2.313118648,1.554735718,1.696603748,2.254775275,1.549243941,1.649180493,1.927939645,1.545734534,1.528513595,1.694422242
SPRTN,1,1,1,1,1,1,0.265349046,1.165962594,1.391614928,0.266208095,0.921456049,1.141850698,0.265250598,0.859206488,1.073151633,0.263996793,0.780359267,0.959759641,0.262194592,0.730812546,0.94493193,0.257323302,0.59079407,0.753449394
RP5-827C21.4,1,1,1,1,1,1,0.077437159,1.228407352,1.599180181,0.088891099,1.395261959,2.710882505,0.089260752,1.304282615,2.547332368,0.086811586,1.236126569,2.469351777,0.089292992,1.151591537,2.349347976,0.110266355,1.128190059,2.519600297
ERO1B,1,1,1,1,1,1,0.160458922,0.999730006,0.839060798,0.168127328,0.813187025,0.783312445,0.171421497,0.785903525,0.830357625,0.175139021,0.744190142,0.839960288,0.181348762,0.669401935,0.739964358,0.192314143,0.604560787,0.798693683
CHRM3,1,0,0,0,0,0,0.203127736,0.968537833,0.735378575,0.200674262,0.752908761,0.583697978,0.198549749,0.69672695,0.534987055,0.197455922,0.63384309,0.474468863,0.201412175,0.574772581,0.424124009,0.211649827,0.470058178,0.356651115
HNRNPU-AS1,1,1,1,0,1,1,0.295375647,0.981621663,0.944687316,0.295961663,0.80087433,0.819550559,0.296420124,0.736917637,0.700348089,0.297010532,0.681080211,0.647250113,0.301097806,0.654540898,0.703710652,0.303018325,0.522049674,0.501193431
ZNF669,1,0,0,0,0,1,0.164816773,0.930473416,0.608853138,0.174252547,0.747255613,0.5649773,0.171264126,0.690363831,0.513911139,0.177736903,0.682388288,0.635260231,0.183144607,0.600125059,0.508741892,0.217113483,0.533773771,0.566052291
TPO,1,1,1,1,1,1,0.155900671,1.34914964,2.000525374,0.148500862,1.205303219,2.0818247,0.144950796,1.149696488,2.035312341,0.145360119,1.115495718,2.069798357,0.14316578,1.067231044,2.067781564,0.142527918,0.960673032,1.969055905
PXDN,1,1,1,1,1,1,0.295945748,1.002147278,1.04984603,0.292438046,0.844254342,1.026492065,0.292977518,0.80223772,1.006350284,0.294331956,0.764869874,1.035043615,0.297827234,0.713362979,0.972165469,0.302214438,0.586559638,0.79858183
MYT1L,1,1,1,1,1,1,0.134976135,1.05099394,1.009461192,0.13788855,0.859051454,0.93519478,0.142584102,0.857272372,1.066745456,0.146005017,0.819469119,1.089299262,0.155520237,0.844205896,1.323400064,0.164300087,0.687922242,1.072660949
ID2,1,1,1,1,1,1,0.132764951,1.245085402,1.654617719,0.139620397,1.160274761,1.932710725,0.141892398,1.123221616,1.947622294,0.149039268,1.11149485,2.056546684,0.151666581,1.08853131,2.13887455,0.162035671,1.027229272,2.187792863
RP11-214N9.1,1,1,1,1,1,1,0.042010617,1.323821782,1.916336031,0.040502656,1.143295424,1.876482808,0.039366293,1.078875244,1.800738281,0.039250737,1.016645188,1.742385702,0.038985478,0.942564673,1.651687948,0.041915803,1.045780097,2.248760114
RP11-95D17.1,1,0,0,0,0,0,0.061110042,0.943611958,0.652525415,0.065357394,0.699247841,0.405997178,0.063825383,0.643960066,0.360212632,0.063433073,0.58394015,0.309180378,0.064402491,0.521328216,0.245745038,0.068839643,0.424955829,0.208422329
RRM2,1,1,1,1,1,1,0.620421213,1.769223079,3.935778482,0.629213698,1.732250989,4.137934427,0.631296123,1.713170577,4.147248556,0.631649126,1.694510525,4.253933649,0.636532688,1.671943095,4.340473104,0.646564203,1.575298096,3.962433334
LPIN1,1,1,1,1,1,1,0.289324671,0.980416686,0.938513866,0.281199819,0.812622264,0.875593307,0.281058824,0.755675822,0.788223753,0.281365921,0.768873759,1.053574309,0.281073081,0.715325969,0.981124251,0.286169005,0.551503386,0.636973886
SMC6,1,1,0,0,1,0,0.222533529,0.985135761,0.790549791,0.225787464,0.815266488,0.79019869,0.226386572,0.73761338,0.670411053,0.227337339,0.663813573,0.573737073,0.22697801,0.581324144,0.445990882,0.224986867,0.493524862,0.433774327
LINC00954,1,1,1,1,1,1,0.344585682,1.053910587,1.315044568,0.353314869,0.904585248,1.314296703,0.360319788,0.878722404,1.36465481,0.361291631,0.818099913,1.281401732,0.369204363,0.800078395,1.367921123,0.376541895,0.736491646,1.489762503
TTC32,1,0,0,0,0,0,0.45994693,0.916550513,0.611308824,0.476429248,0.726451074,0.464519286,0.477116326,0.659947152,0.339767755,0.480384807,0.597626584,0.261011846,0.486545851,0.532639501,0.147371665,0.485326976,0.455223328,0.193126597
HS1BP3,1,1,1,1,1,1,0.055978856,1.401444745,2.174353365,0.057504318,1.124792232,1.815208568,0.056518169,1.063742714,1.750616331,0.058014639,0.984459293,1.635779601,0.057958517,0.907204822,1.533668885,0.057112394,0.701815395,1.118320769
TP53I3,1,1,0,0,0,0,0.30533979,0.961093183,0.83951392,0.295944543,0.764914103,0.648004651,0.291298496,0.715007862,0.597708306,0.284590775,0.661611223,0.557144169,0.277899107,0.607687004,0.48987678,0.270091017,0.53095641,0.55679304
DTNB,1,0,0,0,0,0,0.060373298,0.947199274,0.664449589,0.056293506,0.70550912,0.426731713,0.056010529,0.645243915,0.364464995,0.056034428,0.56408831,0.243427128,0.057439591,0.537913356,0.301100548,0.059469056,0.371657099,0.033256154
SLC35F6,1,1,1,0,1,1,0.094397173,0.960945579,0.710142058,0.104177849,0.847647285,0.897429307,0.11054249,0.801500415,0.882017631,0.115636277,0.720175636,0.760419459,0.119162123,0.643834522,0.654629095,0.134614945,0.454768611,0.306401982
CENPA,1,1,1,1,1,1,0.351212487,1.58142618,4.017660911,0.358473821,1.475728814,4.038899703,0.359755511,1.441712523,4.002070509,0.356862537,1.406758788,4.005819976,0.360268253,1.391858207,4.068712009,0.368406543,1.295964848,4.068912002
UCN,1,1,0,0,1,0,0.032523678,1.042094753,0.979880454,0.039925914,0.758953068,0.603714002,0.042436424,0.73292803,0.654892242,0.048035082,0.670245249,0.595040068,0.049757347,0.575082078,0.425157004,0.073522416,0.431994309,0.231554281
IFT172,1,1,0,0,1,1,0.046938166,1.017583087,0.898404117,0.05001703,0.82426479,0.819997013,0.050103161,0.759903548,0.744240527,0.050134542,0.675750677,0.613275141,0.049581667,0.601762995,0.514208759,0.055375887,0.496520597,0.443619805
YPEL5,1,1,1,1,1,1,0.490613266,0.985925515,0.966737203,0.490321668,0.84323103,1.021610426,0.487324692,0.791756918,0.957251321,0.487872039,0.744696138,0.941675969,0.488786612,0.700733894,0.914528295,0.487425107,0.591446924,0.821112027
